"codi_via","codi_carrer_ine","tipus_via","nom_curt","nom_oficial","nre_min","nre_max"
"701493","05822","C","Transversal 13","Carrer Transversal 13","0001","0001"
"210400","02379","C","Metges","Carrer dels Metges","0001","0020"
"039505","00440","Pl","Pl Berenguer Gran","Plaça de Ramon Berenguer el Gran","0001","0004"
"317302","03559","C","Santa Maria","Carrer de Santa Maria","0001","0018"
"368100","04147","C","Guifré","Carrer de Guifré","0001","0016"
"143405","01632","C","General Castaños","Carrer del General Castaños","0001","0014"
"049101","00542","C","Brocaters","Carrer dels Brocaters","0001","0004"
"058204","00637","Ptge","Ptge Camps Elisis","Passatge dels Camps Elisis","0001","0011"
"700664","04992","C","Arquitecte Sert","Carrer de l'Arquitecte Sert","0001","0032"
"049757","00549","C","Brull","Carrer del Brull","0001","0022"
"257164","02913","C","Albercoquer","Carrer de l'Albercoquer","0001","0008"
"051001","00559","C","Bonaventura Pollés","Carrer de Bonaventura Pollés","0001","0034"
"163107","01845","C","Irlanda","Carrer d'Irlanda","0001","0042"
"008308","00085","C","Alfambra","Carrer de l'Alfambra","0001","0020"
"236302","02665","C","Oriol Mestres","Carrer d'Oriol Mestres","0001","0024"
"355301","04010","Pl","Pl Coll Finestrell","Plaça del Coll de Finestrelles","0001","0009"
"072704","00810","C","Castellet","Carrer de Castellet","0001","0016"
"111351","01265","C","Trèmol","Carrer del Trèmol","0001","0028"
"700681","05010","Pl","Pl Rafael Benet","Plaça de Rafael Benet","0001","0002"
"096305","01082","Ptge","Ptge Chapí","Passatge de Chapí","0001","0015"
"701477","05805","C","Longitudinal 2","Carrer Longitudinal 2","0001","0015"
"007804","00080","C","Aldea","Carrer de l'Aldea","0001","0020"
"701133","05459","Pl","Pl Msèn J Cortinas","Plaça de Mossèn Joan Cortinas","0001","0004"
"701420","05748","Pl","Pl Fort Pienc","Plaça de Fort Pienc","0001","0006"
"136104","01551","Pl","Pl Font Fargas","Plaça de la Font d'en Fargas","0001","0007"
"315704","03542","C","Santa Fe","Carrer de Santa Fe","0001","0009"
"701008","05333","Ptge","Ptge Granollers","Passatge de Granollers","0002","0014"
"111806","01273","Ptge","Ptge Escòcia","Passatge d'Escòcia","0001","0008"
"540201","04317","Moll","Moll Álvarez Campa","Moll d'Álvarez de la Campa","0001","0007"
"164008","01854","Camí","Camí Ca l'Isidret","Camí de Ca l'Isidret","0001","0010"
"701709","06041","Pl","Pl Martínez Hueso","Plaça de Martínez Hueso","0001","0001"
"700790","05116","Rda","Rda Dalt","Ronda de Dalt","",""
"701560","05890","Jard","Jard Ernest Lluch","Jardins d'Ernest Lluch","",""
"343700","03862","C","Trapani","Carrer de Trapani","0001","0012"
"701800","06133","C","Far de Llobregat","Carrer del Far de Llobregat","",""
"701713","06045","Jard","Jard Mercè Rovira","Jardins de Mercè Rovira","",""
"700888","05212","Jard","Jard Atlanta","Jardins d'Atlanta","",""
"166590","01891","Jard","Jard Dr Roig Raven","Jardins del Doctor Roig i Raventós","",""
"166670","01894","Jard","Jard Joan Altisent","Jardins de Joan Altisent","",""
"701786","06119","Moll","Moll Nova Maians","Moll de la Nova Maians","0002","0016"
"346107","03888","Ptge","Ptge Trinitat","Passatge de la Trinitat","0001","0006"
"701939","06272","Plta","Plta Laminació","Placeta de la Laminació","0001","0002"
"701201","05528","Ptge","Ptge Dardanels","Passatge dels Dardanels","0001","0011"
"097829","01099","C","Danubi","Carrer del Danubi","0001","0045"
"139500","01591","C","Bonaventura Roig","Carrer de Bonaventura Roig","0001","0022"
"356701","04024","C","Verdet","Carrer del Verdet","0001","0014"
"356803","04025","C","Verdi","Carrer de Verdi","0001","0351"
"010106","00106","C","Almassora","Carrer d'Almassora","0001","0020"
"196900","02228","C","Marià Cubí","Carrer de Marià Cubí","0001","0209"
"167200","01903","C","Jesús","Carrer de Jesús","0001","0021"
"023403","00263","C","Aribau","Carrer d'Aribau","0001","0330"
"152905","01733","Rda","Rda Guinardó","Ronda del Guinardó","0001","0255"
"089900","01009","C","Conveni","Carrer del Conveni","0001","0072"
"363503","04097","C","Vilalba dels Arcs","Carrer de Vilalba dels Arcs","0001","0140"
"029308","00327","C","Avinyonet","Carrer d'Avinyonet","0001","0059"
"293306","03312","C","Salamanca","Carrer de Salamanca","0001","0058"
"313902","03522","C","Santa Coloma","Carrer de Santa Coloma","0001","0118"
"043604","00484","C","Boada","Carrer de Boada","0001","0055"
"320001","03587","C","Beat Domènec Savio","Carrer del Beat Domènec Savio","0001","0026"
"321004","03599","C","Sas","Carrer de Sas","0001","0043"
"701489","05818","C","Transversal 9","Carrer Transversal 9","0001","0087"
"104709","01183","C","Dominics","Carrer dels Dominics","0001","0035"
"247309","02807","C","Pasteur","Carrer de Pasteur","0001","0074"
"109600","01244","C","Alzina","Carrer de l'Alzina","0001","0058"
"013705","00146","C","Amèrica","Carrer d'Amèrica","0001","0055"
"701103","05429","Pl","Pl Alfonso Comín","Plaça d'Alfonso Comín","0001","0016"
"100559","01129","C","Diligències","Carrer de les Diligències","0001","0020"
"264308","02998","C","Potosí","Carrer de Potosí","0001","0042"
"154605","01751","Csta","Csta St Bartomeu Q","Costa de Sant Bartomeu de la Quadra","0001","0015"
"259909","02942","C","Plantada","Carrer de Plantada","0001","0048"
"167709","01911","C","Joaquín Costa","Carrer de Joaquín Costa","0001","0072"
"165601","01873","C","Jaume Huguet","Carrer de Jaume Huguet","0001","0081"
"231900","02619","Ptge","Ptge Núria","Passatge de Núria","0001","0024"
"058543","00643","C","Can Basseda","Carrer de Can Basseda","0001","0051"
"357500","04031","Camí","Camí Verneda","Camí de la Verneda","0001","0030"
"109101","01238","C","Enamorats","Carrer dels Enamorats","0001","0156"
"250100","02838","C","Pere Moragues","Carrer de Pere Moragues","0001","0050"
"310201","03484","C","St Ramon Penyafort","Carrer de Sant Ramon de Penyafort","0001","0019"
"192105","02175","Ptge","Ptge Manlleu","Passatge de Manlleu","0001","0010"
"309701","03479","C","Sant Pere Màrtir","Carrer de Sant Pere Màrtir","0001","0056"
"700098","04439","Pas","Pas Valls","Pas de Valls","0019","0030"
"362704","04089","Ptge","Ptge Vilaret","Passatge de Vilaret","0001","0056"
"007258","00074","C","Martí i Franquès","Carrer de Martí i Franquès","0001","0023"
"231003","02608","C","Nou de Dulce","Carrer Nou de Dulce","0001","0016"
"298004","03360","C","Sant Carles","Carrer de Sant Carles","0001","0046"
"082901","00937","Pg","Pg Colom","Passeig de Colom","0001","0031"
"701762","06094","C","Port de Xangai","Carrer del Port de Xangai","",""
"166681","01895","C","Joaquim Sunyer","Carrer de Joaquim Sunyer","0002","0008"
"055206","00606","C","Calella","Carrer de Calella","0001","0002"
"701074","05399","Parc","Parc Bederrida","Parc de Bederrida","",""
"206469","02334","Pl","Pl Major Rectoret","Plaça Major del Rectoret","0001","0003"
"701609","05940","Pl","Pl Willy Brandt","Plaça de Willy Brandt","0001","0014"
"134700","01535","C","Davant Portal Nou","Carrer del Davant del Portal Nou","0001","0007"
"146006","01658","C","Giralt Pellisser","Carrer d'en Giralt el Pellisser","0001","0028"
"297307","03353","C","Sant Bertran","Carrer de Sant Bertran","0001","0016"
"041201","00458","C","Berruguete","Carrer de Berruguete","0024","0126"
"330901","03717","C","Taquígraf Serra","Carrer del Taquígraf Serra","0001","0037"
"310700","03489","C","Sant Roc","Carrer de Sant Roc","0001","0037"
"156804","01773","C","Forn","Carrer del Forn","0001","0010"
"304209","03425","C","Sant Jordi","Carrer de Sant Jordi","0001","0015"
"700051","04394","C","Cresques","Carrer dels Cresques","0001","0073"
"219802","02481","C","Mont-ros","Carrer de Mont-ros","0001","0010"
"275905","03129","C","Ravella","Carrer de Ravella","0001","0030"
"067409","00747","Pl","Pl Carme","Plaça del Carme","0001","0008"
"081807","00925","C","Clotés","Carrer de Clotés","0001","0005"
"165204","01868","C","Jaume Cascalls","Carrer de Jaume Cascalls","0001","0022"
"701176","05502","C","Greenwich","Carrer de Greenwich","0001","0006"
"358503","04044","C","Vicent López","Carrer de Vicent López","0001","0017"
"114702","01307","Ptge","Ptge Esperança","Passatge de l'Esperança","0001","0015"
"701302","05629","Pl","Pl T. Harry Walker","Plaça de les Treballadores i Treballadors de la Harry Walker","0001","0001"
"304708","03431","Pl","Pl St J Calassanç","Plaça de Sant Josep de Calassanç","0001","0003"
"701482","05811","C","Transversal 1","Carrer Transversal 1","0001","0006"
"190802","02162","C","Malnom","Carrer del Malnom","0002","0013"
"701559","05889","Av","Av E Maristany","Avinguda d'Eduard Maristany","0001","0014"
"701655","05986","Pl","Pl Haya la Torre","Plaça d'Haya de la Torre","0001","0001"
"058747","00653","Camí","Camí Can Pasqual","Camí de Can Pasqual","",""
"701850","06183","Est","Est Renfe Arc Trio","Estació Renfe Arc de Triomf","",""
"700964","05288","Jard","Jard M Sacristán","Jardins de Manuel Sacristán","",""
"102623","01158","Jard","Jard Josep Trueta","Jardins de Josep Trueta","",""
"701139","05465","Jard","Jard Valent Petit","Jardins del Valent Petit","",""
"247149","02802","Pas","Pas Blanc Montbau","Pas Blanc de Montbau","",""
"701649","05980","Jard","Jard M Rodoreda","Jardins de Mercè Rodoreda","",""
"701936","06269","Pl","Pl Vapor Vell","Plaça de les Treballadores del Vapor Vell","0001","0003"
"700961","05285","Jard","Jard Castellers","Jardins dels Castellers","",""
"059900","00669","C","Canigó","Carrer del Canigó","0001","0139"
"059309","00663","C","Cançó","Carrer de la Cançó","0001","0009"
"201501","02277","C","Martínez Rosa","Carrer de Martínez de la Rosa","0001","0073"
"311703","03501","C","Sancho de Ávila","Carrer de Sancho de Ávila","0001","0186"
"254600","02882","C","Peronella","Carrer de Peronella","0001","0047"
"223005","02520","Ptge","Ptge Mulassa","Passatge de la Mulassa","0001","0022"
"014209","00151","C","Amistat","Carrer de l'Amistat","0001","0044"
"027700","00309","C","Atlàntida","Carrer de l'Atlàntida","0001","0115"
"188902","02145","C","Josep Serrano","Carrer de Josep Serrano","0001","0077"
"195806","02216","C","Marí","Carrer de Marí","0001","0074"
"123306","01418","C","Ferran Junoy","Carrer de Ferran Junoy","0001","0131"
"264400","02999","C","Pou de la Cadena","Carrer del Pou de la Cadena","0001","0009"
"332102","03729","Ptge","Ptge Taulat","Passatge del Taulat","0001","0026"
"289400","03269","C","Rosés","Carrer de Rosés","0001","0071"
"347948","03908","Camí","Camí Turó Alzina","Camí del Turó de l'Alzina","0001","0048"
"052900","00581","C","Cabanes","Carrer de Cabanes","0001","0054"
"089300","01002","Ptge","Ptge Constància","Passatge de la Constància","0001","0029"
"029501","00329","C","Avió Plus Ultra","Carrer de l'Avió Plus Ultra","0001","0043"
"122904","01415","C","Ferran","Carrer de Ferran","0001","0061"
"030806","00345","C","Badalona","Carrer de Badalona","0001","0044"
"005004","00050","C","Alba","Carrer de l'Alba","0001","0017"
"289900","03275","C","Josep Roura","Carrer de Josep Roura","0001","0050"
"128004","01464","C","Flors de Maig","Carrer de les Flors de Maig","0001","0015"
"083008","00938","C","Colònia","Carrer de Colònia","0001","0043"
"162705","01841","C","Inst Químic Sarrià","Carrer de l'Institut Químic de Sarrià","0013","0052"
"038706","00433","C","Benedetti","Carrer de Benedetti","0001","0082"
"137446","01566","Est","Est Funic Montjuïc","Estació Funicular Montjuïc","",""
"701588","05919","C","Clara Zetkin","Carrer de Clara Zetkin","0002","0012"
"700643","04972","Ptja","Ptja Nova Mar Bell","Platja de la Nova Mar Bella","0001","0106"
"022502","00251","Ptge","Ptge Arenys","Passatge d'Arenys","0001","0006"
"103309","01168","C","Dr Ribas i Perdigó","Carrer del Doctor Ribas i Perdigó","0001","0010"
"356905","04026","Pg","Pg Verdum","Passeig de Verdum","0001","0057"
"296600","03346","C","Sant Antoni Abat","Carrer de Sant Antoni Abat","0001","0063"
"160302","01813","Ptge","Ptge Iglésias","Passatge d'Iglésias","0001","0023"
"209401","02367","Pl","Pl Mercè","Plaça de la Mercè","0001","0004"
"701630","05961","Plta","Plta Anna Murià","Placeta d'Anna Murià","0001","0004"
"259002","02930","C","Pla dels Cirerers","Carrer del Pla dels Cirerers","0001","0042"
"289706","03272","C","Rosic","Carrer d'en Rosic","0001","0007"
"369102","04161","C","Amnistia Internaci","Carrer de l'Amnistia Internacional","0001","0020"
"161203","01822","Ptge","Ptge Independència","Passatge de la Independència","0001","0030"
"700706","05034","C","Muga","Carrer de la Muga","0001","0011"
"310507","03487","Av","Av St Ramon Nonat","Avinguda de Sant Ramon Nonat","0001","0040"
"700705","05033","Pl","Pl Palestina","Plaça de Palestina","0001","0007"
"701126","05452","C","SN(Sta Coloma Nus","Carrer Sense Nom (Pg Santa Coloma Nus Trinitat)","0001","0007"
"337900","03793","Ptge","Ptge Tona","Passatge de Tona","0001","0018"
"058408","00639","C","Camprodon","Carrer de Camprodon","0001","0036"
"162501","01837","C","Lliri","Carrer del Lliri","0001","0009"
"052208","00573","C","Buscarons","Carrer de Buscarons","0001","0026"
"042259","00468","Ptge","Ptge Bigai","Passatge de Bigai","0001","0006"
"257109","02911","C","Pintor Pradilla","Carrer del Pintor Pradilla","0001","0040"
"151403","01717","C","Guarda Anton","Carrer del Guarda Anton","0001","0023"
"058306","00638","C","Campreciós","Carrer de Campreciós","0001","0041"
"346901","03895","C","Trompetes","Carrer de les Trompetes","0001","0006"
"701620","05951","Ptge","Ptge M de Andrés","Passatge de Montserrat de Andrés","0001","0015"
"074608","00833","C","Catània","Carrer de Catània","0001","0011"
"701724","06056","Plta","Plta Miquel Pallés","Placeta de Miquel Pallés","0001","0001"
"205105","02319","Ctra","Ctra Mataró","Carretera de Mataró","0001","0010"
"069175","00766","C","Cartoixa","Carrer de la Cartoixa","0001","0002"
"227505","02565","Pl","Pl Neptú","Plaça de Neptú","0001","0001"
"700727","05055","Jard","Jard Indústria","Jardins de la Indústria","",""
"701791","06124","Camí","Camí Edmund Hillar","Camí d'Edmund Hillary","",""
"542524","04331","Moll","Moll Lepant","Moll de Lepant","0001","0001"
"701968","06301","Pl","Pl Trobada","Plaça Trobada","",""
"701910","06243","Jard","Jard Mercè Climent","Jardins de Mercè Climent i Pascual","",""
"701059","05384","Jard","Jard Juan Ponce","Jardins de Juan Ponce","",""
"701599","05930","Jard","Jard Ada Byron","Jardins d'Ada Byron","",""
"701277","05604","Jard","Jard J. M. Sostres","Jardins de Josep M. Sostres","",""
"701815","06148","Parc","Parc Can Rigal","Parc de Can Rigal","",""
"231604","02615","C","Eduard Fontserè","Carrer d'Eduard Fontserè","0001","0021"
"299200","03373","C","Sant Cugat Vallès","Carrer de Sant Cugat del Vallès","0001","0064"
"110304","01253","C","Enric Granados","Carrer d'Enric Granados","0001","0159"
"341103","03830","C","Torrent Vidalet","Carrer del Torrent d'en Vidalet","0001","0092"
"055603","00610","C","Calvet","Carrer de Calvet","0001","0090"
"701564","05894","C","Lligabosc","Carrer del Lligabosc","0001","0041"
"349003","03924","Pl","Pl Unió","Plaça de la Unió","0001","0025"
"354003","03998","Ctra","Ctra Vallv a Barna","Carretera de Vallvidrera a Barcelona","0001","0076"
"060705","00677","C","Cànoves","Carrer de Cànoves","0001","0139"
"176506","02012","C","Lanzarote","Carrer de Lanzarote","0001","0047"
"087406","00981","C","Felícia Fuster","Carrer de Felícia Fuster i Viladecans","0001","0088"
"317700","03563","C","Santa Matilde","Carrer de Santa Matilde","0001","0045"
"700060","04402","Ptge","Ptge Tossa","Passatge de Tossa","0001","0018"
"064604","00722","Ptge","Ptge Cardedeu","Passatge de Cardedeu","0001","0043"
"259308","02933","Bda","Bda Plana","Baixada de la Plana","0001","0054"
"002709","00028","C","Afores","Carrer dels Afores","0002","0056"
"701361","05688","C","Naus Maquinista","Carrer de les Naus de La Maquinista","0001","0016"
"113506","01295","C","Escultors Claperós","Carrer dels Escultors Claperós","0001","0093"
"700667","04995","C","Jaume Vicens Vives","Carrer de Jaume Vicens i Vives","0001","0015"
"232800","02627","C","Bisbe Sivilla","Carrer del Bisbe Sivilla","0001","0052"
"008104","00083","C","A de Torrelles","Carrer d'Alexandre de Torrelles","0001","0045"
"175503","01997","Ptge","Ptge Klein","Passatge de Klein","0001","0032"
"296406","03344","Pg","Pg Sant Antoni","Passeig de Sant Antoni","0001","0057"
"266551","03019","Ptge","Ptge Prim","Passatge de Prim","0001","0030"
"701268","05595","Rda","Rda Dalt(Llobregat","Ronda de Dalt (Llobregat)","",""
"149809","01698","C","Grau","Carrer de Grau","0001","0120"
"243501","02747","C","Panissars","Carrer de Panissars","0001","0176"
"701684","06016","C","Hipàtia d'Alexandr","Carrer d'Hipàtia d'Alexandria","0001","0008"
"044902","00499","C","Bonaplata","Carrer de Bonaplata","0001","0067"
"701881","06214","C","Gretel Ammann","Carrer de Gretel Ammann Martínez","0001","0022"
"039607","00441","C","Berenguer Mallol","Carrer de Berenguer Mallol","0001","0020"
"700649","04977","Pl","Pl C Pi i Sunyer","Plaça de Carles Pi i Sunyer","0008","0010"
"301200","03392","Plta","Plta Sant Francesc","Placeta de Sant Francesc","0001","0006"
