"codi_via","codi_carrer_ine","tipus_via","nom_curt","nom_oficial","nre_min","nre_max"
"320704","03596","Av","Av Sarrià","Avinguda de Sarrià","0001","0163"
"187706","02130","C","Mestrança","Carrer de la Mestrança","0021","0064"
"352100","03962","C","Valldonzella","Carrer de Valldonzella","0001","0062"
"243603","02749","C","Panorama","Carrer del Panorama","0001","0031"
"268604","03048","C","Pont Treball Digne","Carrer del Pont del Treball Digne","0001","0030"
"045950","00511","C","Borgonya","Carrer de Borgonya","0001","0014"
"700151","04487","Pl","Pl Cultura","Plaça de la Cultura","0001","0010"
"287609","03251","C","Romans","Carrer de Romans","0001","0050"
"037601","00419","C","Béjar","Carrer de Béjar","0001","0099"
"260340","02948","Ptja","Ptja Sant Miquel","Platja de Sant Miquel","0001","0100"
"700785","05111","C","Can Ràbia","Carrer de Can Ràbia","0001","0018"
"280803","03181","C","Elisa Moragas","Carrer d'Elisa Moragas i Badia","0001","0060"
"285206","03228","C","Roca","Carrer d'en Roca","0001","0036"
"701895","06228","Jard","Jard Fadwa Tuqan","Jardins de Fadwa Tuqan","",""
"253505","02871","C","Perla","Carrer de la Perla","0001","0039"
"172607","01964","C","Joan Massana","Carrer de Joan Massana","0001","0004"
"333604","03745","C","John M. Keynes","Carrer de John M. Keynes","0001","0023"
"320351","03591","Ptge","Ptge Santuaris","Passatge dels Santuaris","0001","0013"
"158005","01784","Ptge","Ptge Hospital","Passatge de l'Hospital","0001","0002"
"066009","00733","Pl","Pl Cardona","Plaça de Cardona","0001","0011"
"093103","01043","C","Costa Rica","Carrer de Costa Rica","0011","0037"
"051307","00563","C","Bonsuccés","Carrer del Bonsuccés","0001","0013"
"331802","03726","C","Tarròs","Carrer d'en Tarròs","0001","0022"
"034104","00382","C","Banys Vells","Carrer dels Banys Vells","0001","0025"
"701186","05513","Pl","Pl Mn Ferran Palau","Plaça de Mossèn Ferran Palau","0001","0004"
"134200","01530","C","Fra Luis Granada","Carrer de Fra Luis de Granada","0001","0014"
"700690","05018","Pg","Pg Migdia","Passeig del Migdia","0147","0210"
"039301","00438","C","Benlliure","Carrer de Benlliure","0001","0040"
"267703","03032","C","Profeta","Carrer del Profeta","0001","0011"
"207508","02345","C","Melilla","Carrer de Melilla","0001","0010"
"268207","03040","C","Pruit","Carrer de Pruit","0001","0014"
"149900","01699","Ptge","Ptge Grau","Passatge de Grau","0001","0020"
"100854","01133","Ptge","Ptge Anemone","Passatge de l'Anemone","0001","0003"
"701442","05770","Jard","Jard Drets Humans","Jardins dels Drets Humans","",""
"368256","04149","C","X Zona Franca","Carrer X Zona Franca","",""
"701171","05497","Jard","Jard Bosquet Encan","Jardins del Bosquet dels Encants","",""
"701740","06072","Camí","Camí Serra d'Agude","Camí de la Serra d'Agudells","",""
"701871","06204","Pl","Pl Anna Lizaran","Plaça d'Anna Lizaran","0001","0001"
"701260","05587","Pl","Pl Montse Garriga","Plaça de Montserrat Garriga","0001","0001"
"701379","05706","C","Número 28","Carrer Número 28","0001","0007"
"019508","00221","C","Volta Colomines","Carrer de la Volta d'en Colomines","0001","0007"
"701952","06285","Pl","Pl Sense Nom (701","Plaça Sense Nom (701952)","0001","0001"
"701543","05873","Jard","Jard Amistat","Jardins de l'Amistat","",""
"247058","02797","Parc","Parc F Can Pasqual","Parc Forestal de Can Pasqual","",""
"247069","02798","Pas","Pas Groc Montbau","Pas Groc de Montbau","",""
"701563","05893","Jard","Jard V Ángeles","Jardins de Victoria de los Ángeles","",""
"064400","00719","C","Carcassona","Carrer de Carcassona","0001","0013"
"701956","06289","Jard","Jard Trinidad G","Jardins de Trinidad Gallego","",""
"116253","01334","Est","Est Torre Baró","Estació Torre Baró","",""
"701979","06312","Jard","Jard Passionària","Jardins de la Passionària, Dolores Ibárruri","",""
"303807","03421","C","Sant Jaume Apòstol","Carrer de Sant Jaume Apòstol","0001","0019"
"120807","01390","Via","Via Favència","Via Favència","0001","0568"
"345308","03882","C","Tres Torres","Carrer de les Tres Torres","0001","0062"
"357704","04035","C","Verntallat","Carrer de Verntallat","0001","0048"
"044221","00491","C","Bohemis","Carrer dels Bohemis","0001","0066"
"268003","03038","C","Provença","Carrer de Provença","0001","0598"
"327102","03677","C","Solà","Carrer de Solà","0001","0043"
"195103","02209","C","Mare Eterna","Carrer de la Mare Eterna","0001","0074"
"035005","00390","C","Baró d'Esponellà","Carrer del Baró d'Esponellà","0001","0049"
"290104","03277","Ptge","Ptge Rovira","Passatge de Rovira","0001","0027"
"248301","02821","C","Pedraforca","Carrer del Pedraforca","0001","0108"
"185802","02107","C","Llopis","Carrer de Llopis","0001","0026"
"195409","02212","C","Maresme","Carrer del Maresme","0019","0324"
"015303","00167","C","Andratx","Carrer d'Andratx","0001","0012"
"159507","01802","Pl","Pl Eivissa","Plaça d'Eivissa","0001","0023"
"182101","02068","C","Lluís Bonifaç","Carrer de Lluís Bonifaç","0001","0015"
"183002","02077","C","Lluís Sagnier","Carrer de Lluís Sagnier","0001","0080"
"011903","00127","C","Alt de Gironella","Carrer Alt de Gironella","0001","0071"
"368959","04159","C","Y Zona Franca","Carrer Y Zona Franca","0008","0042"
"343200","03855","Via","Via Trajana","Via Trajana","0017","0076"
"244504","02760","C","Papin","Carrer de Papin","0001","0036"
"072158","00802","Pg","Pg Castanyers","Passeig dels Castanyers","0001","0023"
"013501","00144","C","Amargor","Carrer de l'Amargor","0001","0020"
"215109","02432","C","Mònec","Carrer d'en Mònec","0001","0025"
"014708","00157","C","Empúries","Carrer d'Empúries","0001","0016"
"254304","02879","C","Petons","Carrer dels Petons","0001","0036"
"342300","03845","C","Tossa","Carrer de Tossa","0001","0028"
"039006","00436","C","Benevent","Carrer de Benevent","0001","0006"
"240503","02714","C","Palla","Carrer de la Palla","0001","0039"
"355505","04012","C","Velázquez","Carrer de Velázquez","0001","0021"
"107401","01214","C","Eduard Toda","Carrer d'Eduard Toda","0001","0104"
"000703","00008","C","Abaixadors","Carrer dels Abaixadors","0001","0016"
"230102","02596","Av","Av Mare Déu Lorda","Avinguda de la Mare de Déu de Lorda","0001","0050"
"327306","03679","C","Solanes","Carrer de Solanes","0001","0004"
"701113","05439","Jard","Jard Dr Castelló","Jardins del Doctor Castelló","",""
"315908","03544","C","Santa Filomena","Carrer de Santa Filomena","0001","0016"
"081534","00921","Ptge","Ptge Clip","Passatge de Clip","0001","0008"
"029953","00336","Pl","Pl Otero Pedrayo","Plaça d'Otero Pedrayo","0001","0007"
"701637","05968","C","Amàlia Garcia","Carrer d'Amàlia Garcia","0001","0011"
"309304","03475","Pl","Pl Sant Pere","Plaça de Sant Pere","0003","0016"
"302804","03409","C","Sant Guillem","Carrer de Sant Guillem","0001","0032"
"045600","00507","Pla","Pla Boqueria","Pla de la Boqueria","0001","0003"
"083507","00943","Ptge","Ptge Coll","Passatge de Coll","0001","0030"
"022207","00248","C","Arenes dels Canvis","Carrer de les Arenes dels Canvis","0001","0002"
"196106","02219","C","Maria Auxiliadora","Carrer de Maria Auxiliadora","0001","0029"
"223504","02525","C","Muntadas","Carrer de Muntadas","0001","0037"
"701601","05932","Pl","Pl Llibert Ròdenas","Plaça de Llibertat Ròdenas","0001","0005"
"010401","00109","Ptge","Ptge Ametllers","Passatge dels Ametllers","0001","0004"
"059808","00668","C","Canfranc","Carrer de Canfranc","0001","0018"
"540777","04325","Moll","Moll Contradic","Moll del Contradic","0007","0011"
"253403","02870","Ptge","Ptge Peris Menchet","Passatge de Peris i Mencheta","0001","0008"
"336169","03776","C","Tiro","Carrer de Tiro","0001","0008"
"181302","02060","Ptge","Ptge Lucà","Passatge de Lucà","0001","0022"
"227902","02570","C","Nicolau St Climent","Carrer de Nicolau de Sant Climent","0001","0005"
"143303","01631","Ptge","Ptge Gral Bassols","Passatge del General Bassols","0001","0036"
"701731","06063","Pl","Pl Bugaderes Horta","Plaça de les Bugaderes d'Horta","0001","0001"
"247003","02794","C","Pere Tarrés","Carrer de Pere Tarrés","0001","0009"
"701378","05705","C","Número 29","Carrer Número 29","0002","0012"
"701438","05766","C","Enginyeria","Carrer de l'Enginyeria","0003","0020"
"701089","05415","Ptge","Ptge Ricart Giralt","Passatge de Josep Ricart i Giralt","",""
"701638","05969","C","Síndic Rahola","Carrer del Síndic Rahola","0001","0001"
"332500","03733","Pl","Pl Teatre","Plaça del Teatre","",""
"700096","04437","C","Paixalet","Carrer d'en Paixalet","0001","0008"
"701801","06134","C","Ignasi Solà-Morale","Carrer d'Ignasi Solà-Morales","0016","0039"
"701025","05350","C","Can Falgàs","Carrer de Can Falgàs","0001","0030"
"700759","05085","Parc","Parc Nova Icària","Parc de Nova Icària","",""
"092100","01030","C","Curt","Carrer Curt","0001","0003"
"701053","05378","Jard","Jard M Redondo","Jardins de Marcos Redondo","",""
"701188","05515","Jard","Jard Hortes S Bert","Jardins de les Hortes de Sant Bertran","",""
"700905","05229","Parc","Parc Josep M Serra","Parc de Josep Maria Serra Martí","",""
"292507","03304","C","Gran de la Sagrera","Carrer Gran de la Sagrera","0002","0202"
"121708","01403","C","Felipe de Paz","Carrer de Felipe de Paz","0001","0041"
"018505","00211","C","Aragó","Carrer d'Aragó","0001","0661"
"223606","02526","C","Muntaner","Carrer de Muntaner","0001","0577"
"004908","00049","C","Àlaba","Carrer d'Àlaba","0001","0160"
"092508","01034","C","Cortit","Carrer de Cortit","0001","0030"
"148704","01686","C","Ciutat de Granada","Carrer de la Ciutat de Granada","0001","0179"
"034308","00384","C","Rambla","Carrer la Rambla","0001","0142"
"305507","03438","C","Sant Joan de Malta","Carrer de Sant Joan de Malta","0001","0221"
"198203","02244","Av","Av Mrq Argentera","Avinguda del Marquès de l'Argentera","0001","0027"
"099904","01120","C","Rere Palau","Carrer de Rere Palau","0001","0013"
"701371","05698","C","Repúb Dominicana","Carrer de la República Dominicana","0001","0080"
"096101","01080","C","Las Chafarinas","Carrer de Las Chafarinas","0001","0031"
"112106","01277","C","Escornalbou","Carrer d'Escornalbou","0001","0068"
"191907","02173","C","Manigua","Carrer de la Manigua","0001","0066"
"070200","00784","C","Casals","Carrer de Casals","0001","0045"
"074109","00828","C","Castor","Carrer del Castor","0001","0098"
"086301","00971","C","Concòrdia","Carrer de la Concòrdia","0001","0082"
"258509","02926","C","Pitàgores","Carrer de Pitàgores","0001","0045"
"258203","02923","C","Pirineus","Carrer dels Pirineus","0001","0019"
"136705","01558","Camí","Camí Font Quintana","Camí de la Font d'en Quintana","0001","0017"
"214809","02429","C","Molist","Carrer de Molist","0001","0030"
"227006","02560","C","Negrell","Carrer de Negrell","0003","0022"
"101609","01141","C","Doctor Dou","Carrer del Doctor Dou","0001","0021"
"028305","00316","C","Ausiàs Marc","Carrer d'Ausiàs Marc","0001","0165"
"139306","01589","Ptge","Ptge Galla","Passatge de la Galla","0001","0009"
"046103","00513","C","Bori i Fontestà","Carrer de Bori i Fontestà","0001","0053"
"132952","01517","Av","Av Francesc Cambó","Avinguda de Francesc Cambó","0010","0045"
"700075","04418","C","Espinagosa","Carrer de l'Espinagosa","0001","0011"
"331201","03720","C","Tàrent","Carrer de Tàrent","0001","0006"
"303603","03419","Ptge","Ptge Sant Jaume","Passatge de Sant Jaume","0001","0022"
"256809","02908","C","Pintor Josep Pinós","Carrer del Pintor Josep Pinós","0001","0042"
"700140","04478","Esc","Esc SN (Llerona)","Escales Sense Nom (Llerona-Balenya)","0001","0010"
"701433","05761","Rda","Rda Mig(Ascendent)","Ronda del Mig (Ascendent)","",""
"048200","00534","C","Bragança","Carrer de Bragança","0001","0025"
"128401","01469","C","Folc","Carrer de Folc","0001","0018"
"094503","01058","C","Croia","Carrer de Croia","0001","0006"
"318101","03567","C","Santa Peronella","Carrer de Santa Peronella","0001","0017"
"245904","02772","Ptge","Ptge París","Passatge de París","0001","0010"
"028600","00319","C","Avellà","Carrer dels Avellà","0001","0008"
"337809","03792","C","Timó","Carrer del Timó","0001","0003"
"260001","02943","C","Plata","Carrer de la Plata","0001","0007"
"114000","01300","Pl","Pl Espanya","Plaça d'Espanya","0001","0010"
"347507","03902","C","Trullols","Carrer de Trullols","0001","0040"
"192900","02183","C","Manuel Angelon","Carrer de Manuel Angelon","0001","0028"
"017568","00199","Ptge","Ptge Antic Valènci","Passatge Antic de València","0001","0026"
"211301","02389","C","Milà i Fontanals","Carrer de Milà i Fontanals","0001","0090"
"247207","02803","C","Pas Ensenyança","Carrer del Pas de l'Ensenyança","0001","0006"
"319909","03586","C","St Domènec Sta Cat","Carrer de Sant Domènec de Santa Caterina","0001","0006"
"277900","03150","C","Reina Cristina","Carrer de la Reina Cristina","0001","0014"
"184606","02092","C","Llauder","Carrer de Llauder","0001","0007"
"300605","03387","C","Sant Feliu Guíxols","Carrer de Sant Feliu de Guíxols","0001","0018"
"700671","04999","Pl","Pl Tirant lo Blanc","Plaça de Tirant lo Blanc","0001","0009"
"245100","02767","Ptge","Ptge Passerell","Passatge del Passerell","0001","0008"
"701623","05954","Pl","Pl Moviment Obrer","Plaça del Moviment Obrer","0001","0006"
"121504","01401","C","Felip Gil","Carrer de Felip Gil","0001","0011"
"700154","04490","Pl","Pl Gall","Plaça del Gall","0001","0001"
"154900","01755","C","Herois del Bruc","Carrer dels Herois del Bruc","0001","0015"
"252808","02865","C","Pere Serafí","Carrer de Pere Serafí","0001","0044"
"136308","01552","C","Font del Lleó","Carrer de la Font del Lleó","0001","0027"
"299404","03375","C","Sant Delfí","Carrer de Sant Delfí","0001","0011"
"196004","02218","C","Maria","Carrer de Maria","0001","0014"
"180707","02053","Pl","Pl Llorca","Plaça de Llorca","0001","0005"
"146200","01660","C","Gíriti","Carrer Gíriti","0001","0007"
"104855","01185","Ptge","Ptge Magraner","Passatge del Magraner","0001","0002"
"701218","05545","Pl","Pl Josep Rovira","Plaça de Josep Rovira","0001","0016"
"214208","02421","Ptge","Ptge Monyarc","Passatge de Monyarc","0007","0009"
"295902","03339","Pl","Pl Sant Agustí","Plaça de Sant Agustí","0001","0004"
"701237","05564","Jrdi","Jrdi Petra Kelly","Jardí de Petra Kelly","",""
"701776","06108","Pont","Pont 32D","Pont 32D","",""
"258600","02927","Ptge","Ptge Pitàgores","Passatge de Pitàgores","0001","0016"
"701603","05934","Pl","Pl Masies d'Horta","Plaça de les Masies d'Horta","0001","0001"
"701878","06211","Pl","Pl Carme Enriqueta","Plaça de Carme i Enriqueta Soriano i Tresserra","0001","0001"
"701927","06260","Ptge","Ptge Manuel Cros","Passatge de Manuel Cros Grau","",""
"701840","06173","Jrdi","Jrdi Baltasar Porc","Jardí de Baltasar Porcel","",""
"701241","05568","Pl","Pl Joaquín Maurín","Plaça de Joaquín Maurín","0001","0001"
"701996","06329","Gal","Gal Sarrià","Galeria Sarrià","",""
"009005","00092","C","Alguer","Carrer de l'Alguer","0001","0038"
"067103","00744","Rbla","Rbla Carmel","Rambla del Carmel","0001","0125"
"266201","03015","C","Premià","Carrer de Premià","0001","0046"
"098005","01101","C","Daoíz i Velarde","Carrer de Daoíz i Velarde","0001","0048"
"106806","01205","C","Duran i Borrell","Carrer de Duran i Borrell","0001","0029"
"111158","01262","Ptge","Ptge Ercilla","Passatge d'Ercilla","0001","0011"
"101201","01137","C","Doctor Bové","Carrer del Doctor Bové","0001","0202"
"700059","04401","Ctra","Ctra Vallvi Planes","Carretera de Vallvidrera a les Planes","0001","0145"
"235809","02660","Pl","Pl Orfila","Plaça d'Orfila","0001","0013"
"263804","02993","C","Portolà","Carrer de Portolà","0001","0028"
"260158","02946","C","Plató","Carrer de Plató","0001","0030"
"213704","02415","C","Mireia","Carrer de Mireia","0001","0082"
"062609","00698","Av","Av Icària","Avinguda d'Icària","0090","0219"
"166400","01883","C","Japó","Carrer del Japó","0001","0044"
"364007","04102","C","Vinaròs","Carrer de Vinaròs","0001","0064"
"275304","03122","C","Ramon Rocafull","Carrer de Ramon Rocafull","0001","0116"
"013104","00141","C","Amadeu Vives","Carrer d'Amadeu Vives","0001","0008"
"260307","02947","C","Platja d'Aro","Carrer de Platja d'Aro","0001","0026"
"102102","01150","C","Dr Giné Partagàs","Carrer del Doctor Giné i Partagàs","0001","0090"
"029603","00330","Ptge","Ptge Aymà","Passatge d'Aymà","0001","0026"
"015008","00163","C","Andalusia","Carrer d'Andalusia","0001","0052"
"359700","04058","C","Vidal i Guasch","Carrer de Vidal i Guasch","0001","0099"
"335654","03771","Ctra","Ctra Vallvid Tibid","Carretera de Vallvidrera al Tibidabo","0001","0118"
"161000","01820","C","Inca","Carrer d'Inca","0001","0011"
"029807","00334","C","Açores","Carrer de les Açores","0001","0010"
"700076","04419","C","Papiol","Carrer del Papiol","0001","0004"
"138201","01576","C","Gabriel Miró","Carrer de Gabriel Miró","0001","0032"
"015507","00169","C","Andreu Febrer","Carrer d'Andreu Febrer","0005","0080"
"257608","02918","Ptge","Ptge Pinyol","Passatge de Pinyol","0001","0026"
"011404","00119","Ptge","Ptge Aloi","Passatge d'Aloi","0001","0030"
"193800","02193","C","Manzanares","Carrer de Manzanares","0001","0028"
"312706","03511","C","Santa Amàlia","Carrer de Santa Amàlia","0001","0074"
"170805","01946","C","Josepa Massanés","Carrer de Josepa Massanés","0001","0039"
"700783","05109","C","Can Segalar","Carrer de Can Segalar","0001","0022"
"012203","00130","C","Alt de Pedrell","Carrer Alt de Pedrell","0001","0120"
"214740","02428","Ctra","Ctra Molins de Rei","Carretera de Molins de Rei","0008","0066"
"048404","00535","Rbla","Rbla Brasil","Rambla del Brasil","0001","0062"
"241903","02730","Ptge","Ptge Ciut Mallorca","Passatge de la Ciutat de Mallorca","0001","0022"
"063000","00704","C","Capsec","Carrer de Capsec","0001","0015"
"101904","01145","C","Doctor Fleming","Carrer del Doctor Fleming","0001","0030"
"040300","00448","C","Berlín","Carrer de Berlín","0001","0107"
"268808","03049","Av","Av Portal Àngel","Avinguda del Portal de l'Àngel","0001","0044"
"700962","05286","C","Índic","Carrer de l'Índic","0001","0030"
"357646","04033","Pl","Pl Verneda","Plaça de la Verneda","0001","0001"
"158800","01794","C","Hort de Sant Pau","Carrer de l'Hort de Sant Pau","0002","0002"
"701911","06244","Plta","Plta Sense Nom","Placeta Sense Nom (701911)","0001","0005"
"701618","05949","Pl","Pl Bella Dorita","Plaça de la Bella Dorita","0001","0001"
"305802","03441","C","Sant Llàtzer","Carrer de Sant Llàtzer","0001","0010"
"282208","03196","C","Riera Baixa","Carrer de la Riera Baixa","0001","0026"
"188505","02140","Pl","Pl Lluís Millet","Plaça de Lluís Millet","0001","0003"
"317801","03564","C","Santa Mònica","Carrer de Santa Mònica","0001","0006"
"077300","00869","C","Cervantes","Carrer de Cervantes","0001","0007"
"000102","00001","C","Llebrencs","Carrer dels Llebrencs","0001","0026"
"339407","03809","Pl","Pl Torre","Plaça de la Torre","0001","0007"
"078008","00878","C","Cid","Carrer del Cid","0001","0016"
"179457","02039","C","Llorens i Artigas","Carrer de Llorens i Artigas","0001","0012"
"323906","03633","Ptge","Ptge Serrahima","Passatge de Serrahima","0001","0016"
"370407","04181","C","Número 5","Carrer Número 5 Zona Franca","0001","0023"
"188006","02133","C","Isaac Albéniz","Carrer d'Isaac Albéniz","0002","0031"
"700658","04986","C","Mossèn Batlle","Carrer de Mossèn Batlle","0001","0010"
"184005","02084","C","Lledoner","Carrer del Lledoner","0001","0020"
"118306","01357","C","Europa","Carrer d'Europa","0001","0052"
"248505","02823","Pl","Pl Pedralbes","Plaça de Pedralbes","",""
"701494","05823","C","Transversal 14","Carrer Transversal 14","0001","0018"
"254406","02880","C","Petrarca","Carrer de Petrarca","0001","0065"
"701068","05393","C","Vila Arrufat","Carrer de Vila Arrufat","0001","0009"
"090900","01018","C","Corders","Carrer dels Corders","0001","0018"
"084500","00953","C","Collegats","Carrer de Collegats","0001","0017"
"700748","05075","C","Bisbe J Climent","Carrer del Bisbe Josep Climent","0001","0012"
"156906","01774","Ptge","Ptge Hort Velluter","Passatge de l'Hort dels Velluters","0001","0012"
"292405","03303","Bda","Bda Sagrera","Baixada de la Sagrera","0002","0016"
"701723","06055","Pl","Pl Vuit de Març","Plaça del Vuit de Març","0001","0001"
"211200","02388","Ptge","Ptge Mil vuit-cent","Passatge del Mil vuit-cents","0007","0008"
"701157","05483","C","Luz Casanova","Carrer de Luz Casanova","0001","0012"
"701787","06120","Jard","Jard Agustí Centel","Jardins d'Agustí Centelles","",""
"701847","06180","Pl","Pl Doctor Matias G","Plaça del Doctor Matias Guiu","0001","0001"
"701296","05623","Jard","Jard J Goday Casal","Jardins de Josep Goday i Casals","",""
"701446","05774","Pont","Pont Sarajevo","Pont de Sarajevo","",""
"701590","05921","Jard","Jard Laura Albéniz","Jardins de Laura Albéniz","",""
"159100","01797","C","Hurtado","Carrer d'Hurtado","0001","0038"
"087009","00977","C","Comte Borrell","Carrer del Comte Borrell","0001","0342"
"369204","04163","C","Zamora","Carrer de Zamora","0035","0125"
"238308","02692","C","Pacífic","Carrer del Pacífic","0001","0076"
"126600","01451","C","Flaçà","Carrer de Flaçà","0001","0014"
"119502","01375","C","Fages","Carrer de les Fages","0001","0006"
"014107","00150","C","Amílcar","Carrer d'Amílcar","0001","0233"
"318906","03575","C","Santander","Carrer de Santander","0001","0138"
"202005","02282","C","Mas Duran","Carrer del Mas Duran","0001","0082"
"263000","02985","C","Porta","Carrer de Porta","0001","0040"
"700895","05219","Pl","Pl Baró de Viver","Plaça del Baró de Viver","0001","0028"
"244209","02757","Av","Av Joan XXIII","Avinguda de Joan XXIII","0001","0038"
"065200","00726","C","Cardenal Reig","Carrer del Cardenal Reig","0001","0061"
"075101","00838","Rbla","Rbla Caçador","Rambla del Caçador","0001","0126"
"109305","01241","Ptge","Ptge Encarnació","Passatge de l'Encarnació","0001","0032"
"133605","01524","C","França Xica","Carrer de la França Xica","0001","0052"
"334800","03759","C","Terré","Carrer de Terré","0001","0022"
"360006","04061","C","Vidiella","Carrer de Vidiella","0001","0031"
"701522","05851","C","Port d'Alexandria","Carrer del Port d'Alexandria","0001","0020"
"157206","01777","C","Bonaventura Gisper","Carrer de Bonaventura Gispert","0001","0047"
"131304","01498","Ptge","Ptge Foret","Passatge de Foret","0001","0040"
"082504","00933","Ptge","Ptge Colomer","Passatge de Colomer","0001","0016"
"245201","02768","C","Pardo","Carrer de Pardo","0001","0075"
"182203","02069","C","Lluís Borrassà","Carrer de Lluís Borrassà","0001","0025"
"700754","05080","Ptge","Ptge Ferradura","Passatge de la Ferradura","0001","0012"
"254803","02884","C","Peu de la Creu","Carrer del Peu de la Creu","0001","0032"
"098151","01103","C","Das","Carrer de Das","0001","0008"
"349400","03929","Pl","Pl Univers","Plaça de l'Univers","0001","0009"
"365407","04117","C","Mare Déu Carmel","Carrer de la Mare de Déu del Carmel","0001","0027"
"101642","01142","C","Dr Farreras Valent","Carrer del Doctor Farreras i Valentí","0001","0038"
"135000","01539","C","Fruita","Carrer de la Fruita","0001","0005"
"167108","01902","C","Jerusalem","Carrer de Jerusalem","0001","0032"
"179504","02040","C","Lima","Carrer de Lima","0001","0034"
"275803","03128","C","Rauric","Carrer d'en Rauric","0001","0023"
"260500","02950","C","Plom","Carrer del Plom","0001","0039"
"701825","06158","C","Encants Vells","Carrer dels Encants Vells","0001","0015"
"700811","05136","Av","Av A Bastardas","Avinguda d'Albert Bastardas","0006","0037"
"169023","01925","C","Jordi Girona","Carrer de Jordi Girona","0001","0033"
"701666","05997","Pg","Pg Marta Mata","Passeig de Marta Mata","0001","0013"
"701322","05649","C","Martin Luther King","Carrer de Martin Luther King","0008","0087"
"328105","03688","C","Sòria","Carrer de Sòria","0001","0020"
"540380","04319","Moll","Moll Balears","Moll de Balears","0001","0001"
"224507","02534","C","Música","Carrer de la Música","0001","0008"
"700709","05037","C","Onyar","Carrer de l'Onyar","0001","0008"
"701034","05359","C","Saüc","Carrer del Saüc","0001","0049"
"175004","01988","C","Jonquera","Carrer de la Jonquera","0001","0026"
"210207","02377","C","Hostal Sant Antoni","Carrer de l'Hostal de Sant Antoni","0001","0008"
"700796","05121","C","Jocs del 92","Carrer dels Jocs del 92","0001","0015"
"087202","00979","C","Comte de Noroña","Carrer del Comte de Noroña","0001","0025"
"080203","00903","C","Ciutat de Balaguer","Carrer de la Ciutat de Balaguer","0001","0080"
"701566","05896","Pl","Pl Dones del 36","Plaça de les Dones del 36","0001","0014"
"096702","01086","C","Chopin","Carrer de Chopin","0001","0015"
"701539","05869","Pl","Pl Dolors Piera","Plaça de Dolors Piera","0001","0007"
"014821","00160","Pg","Pg Anna Rúbies","Passeig d'Anna Rúbies","0001","0012"
"344305","03868","C","Travessia","Carrer de la Travessia","0001","0004"
"236801","02670","C","Orpí","Carrer d'Orpí","0001","0028"
"318000","03566","C","Santa Perpètua","Carrer de Santa Perpètua","0001","0032"
"061708","00688","C","Canó","Carrer del Canó","0001","0010"
"262404","02978","C","Pons i Subirà","Carrer de Pons i Subirà","0001","0010"
"291209","03290","Ptge","Ptge Rustullet","Passatge de Rustullet","0001","0025"
"701760","06092","Jard","Jard Eduard Batist","Jardins d'Eduard Batiste i Alentorn","",""
"701331","05658","Jard","Jard Manuel J. Arn","Jardins de Manuel J. Arnalot","",""
"701821","06154","Rda","Rda Port","Ronda del Port","0013","0739"
"700747","05074","Esp","Esp Bac de Roda","Espigó de Bac de Roda","0001","0001"
"701977","06310","Ptge","Ptge SN (Veneçuela","Passatge Sense Nom (Veneçuela-Pallars)","0001","0007"
"701899","06232","Jard","Jard Maria Pi","Jardins de Maria Pi Ferrer","",""
"701961","06294","C","Port de la Selva","Carrer del Port de la Selva","0001","0007"
"073558","00820","Parc","Parc Can Castellví","Parc Forestal de Can Castellví de Dalt","",""
"701203","05530","Jard","Jard Clot Mel","Jardins del Clot de la Mel","",""
"701593","05924","Jard","Jard Enriq Sèculi","Jardins d'Enriqueta Sèculi","",""
"701641","05972","Jard","Jard Remedios Varo","Jardins de Remedios Varo","",""
"261106","02958","Parc","Parc Poeta Eduard","Parc del Poeta Eduard Marquina - Turó","",""
"066100","00734","C","Cardener","Carrer del Cardener","0001","0082"
"111602","01271","C","Escipió","Carrer d'Escipió","0001","0067"
"318804","03574","C","Santaló","Carrer de Santaló","0001","0165"
"284305","03218","Pl","Pl Vila de Gràcia","Plaça de la Vila de Gràcia","0001","0020"
"132001","01506","C","Fortuna","Carrer de Fortuna","0003","0014"
"090400","01014","C","Alberes","Carrer de les Alberes","0001","0069"
"259400","02934","C","Plana","Carrer de la Plana","0001","0040"
"050803","00557","C","Buenaventura Muñoz","Carrer de Buenaventura Muñoz","0001","0068"
"254701","02883","C","Petxina","Carrer de la Petxina","0001","0012"
"700091","04433","C","Rubió i Lluch","Carrer de Rubió i Lluch","0001","0012"
"701404","05732","Av","Av Número 4","Avinguda Número 4","0009","0032"
"085808","00966","Ptge","Ptge Companyia","Passatge de la Companyia","0001","0032"
"278007","03151","Pg","Pg Rna E Montcada","Passeig de la Reina Elisenda de Montcada","0001","0028"
"222206","02514","C","Motors","Carrer dels Motors","0002","0205"
"331700","03724","C","Tàrrega","Carrer de Tàrrega","0001","0082"
"207202","02342","C","Mejía Lequerica","Carrer de Mejía Lequerica","0001","0055"
"235106","02652","C","Oblit","Carrer de l'Oblit","0001","0072"
"211800","02395","C","Mímica","Carrer de la Mímica","0001","0015"
"095506","01070","C","Conca","Carrer de Conca","0001","0048"
"142300","01620","Av","Av Gaudí","Avinguda de Gaudí","0001","0087"
"370531","04183","C","Número 6","Carrer Número 6 Zona Franca","0051","0114"
"032200","00363","C","Balears","Carrer de les Balears","0001","0038"
"341704","03838","C","Torres de Marina","Carrer de Torres de Marina","0001","0031"
"211957","02397","Pg","Pg Grèvol","Passeig del Grèvol","0001","0024"
"700952","05276","Ptge","Ptge Vapor Vell","Passatge del Vapor Vell","0001","0020"
